,EX_for_e_max_0.0_x_BIOMASS,EX_for_e_min_0.0_x_BIOMASS,EX_for_e_min_0.8_x_BIOMASS,EX_for_e_min_0.9_x_BIOMASS,EX_for_e_max_1.0_x_BIOMASS,EX_for_e_min_1.0_x_BIOMASS,EX_but_e_max_0.0_x_BIOMASS,EX_but_e_min_0.0_x_BIOMASS,EX_but_e_max_0.1_x_BIOMASS,EX_but_e_max_0.5_x_BIOMASS,EX_but_e_max_0.6_x_BIOMASS,EX_but_e_max_0.7_x_BIOMASS,EX_but_e_max_0.8_x_BIOMASS,EX_but_e_max_1.0_x_BIOMASS,EX_but_e_min_1.0_x_BIOMASS
EX_fru_e,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BIOMASS,0.010050607746510645,0.010046274413177311,0.08240345018805394,0.09144809715991352,0.1004927443902039,0.1004927441317731,0.011739289243145377,0.011745955909812042,0.022307649561976218,0.06458109083729957,0.0751494511561304,0.08571781147496126,0.0962861717937921,0.11742289243145376,0.11742289243145376
EX_for_e,1.879145949809208,0.18791459498092064,0.18791459498092064,0.5898764590530243,1.8791459498092062,1.8786709747514507,1.550186465964256,1.050527117673878,1.3110007184187702,0.2471703813127665,0.835833488893739,1.5117697331411175,1.8791459498092233,1.8791459498092233,1.8791459498092233
EX_but_e,1.0078744347415154,1.0078744347415154,1.0078744347415154,1.0078744347415154,1.0078744347415154,1.0078744347415154,2.4732171486525165,0.25196860868537885,2.344472230614586,1.7907579408546213,1.6132457394623696,1.4218856482573656,1.195840432898356,0.25211743703831685,0.25196860868537885
