,EX_for_e_max_0.0_x_BIOMASS,EX_for_e_min_0.0_x_BIOMASS,EX_for_e_max_0.5_x_BIOMASS,EX_for_e_max_0.6_x_BIOMASS,EX_for_e_min_0.7_x_BIOMASS,EX_for_e_min_0.8_x_BIOMASS,EX_for_e_max_0.9_x_BIOMASS,EX_for_e_min_0.9_x_BIOMASS,EX_for_e_max_1.0_x_BIOMASS,EX_for_e_min_1.0_x_BIOMASS,EX_but_e_max_0.0_x_BIOMASS,EX_but_e_min_0.0_x_BIOMASS,EX_but_e_max_0.1_x_BIOMASS,EX_but_e_max_0.2_x_BIOMASS,EX_but_e_max_0.4_x_BIOMASS,EX_but_e_max_0.5_x_BIOMASS,EX_but_e_max_0.8_x_BIOMASS,EX_but_e_max_0.9_x_BIOMASS,EX_but_e_max_1.0_x_BIOMASS,EX_but_e_min_1.0_x_BIOMASS
EX_fru_e,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BIOMASS,0.0,3.3333333333333337e-06,0.07751658888087959,0.09302057332372217,0.10853122443323143,0.12402854220940736,0.13953252665224994,0.13953252665224994,0.1550365110950925,0.1550365110950925,0.0,1.0000000000000002e-06,0.015500651109509253,0.031004635552351844,0.062012604438037015,0.07751658888087959,0.12402854220940736,0.13953252665224994,0.1550365110950925,0.1550365110950925
EX_for_e,11.01923195084485,0.0,10.168758909429167,9.664048155016681,0.0,2.0157868235823515,7.789981976646526,4.275525934724892,6.833903317421104,6.832597256281911,1.8074358974358964,4.252927426601213,1.4718777741665292,1.0956652120672932,0.3279145581834011,1.0559738406956207,4.650110154021086,5.559134954699736,6.83308484678713,6.8337298094139705
EX_but_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6087179487179486,-0.0,2.4298016120155292,2.230555660885868,1.824400993783834,1.5703842474960439,0.7281976298415277,0.39222495077262387,0.00011581041788459127,-0.0
