,EX_ac_e_max_0.0_x_BIOMASS,EX_ac_e_min_0.0_x_BIOMASS,EX_ac_e_max_0.5_x_BIOMASS,EX_ac_e_max_0.6_x_BIOMASS,EX_ac_e_max_0.7_x_BIOMASS,EX_ac_e_max_0.8_x_BIOMASS,EX_ac_e_min_0.8_x_BIOMASS,EX_ac_e_max_0.9_x_BIOMASS,EX_ac_e_min_0.9_x_BIOMASS,EX_ac_e_max_1.0_x_BIOMASS,EX_ac_e_min_1.0_x_BIOMASS
EX_fru_e,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BIOMASS,0.0,3.3333333333333337e-06,0.041133456542171806,0.04936081451727283,0.05758817249237386,0.06581553046747489,0.06581986380080825,0.07404288844257591,0.07404288844257591,0.08227024641767694,0.08227024641767694
EX_ac_e,5.105833333333337,0.0,4.3333675168394405,4.165951746371575,3.993400306465162,3.805294020343993,0.0,3.6079596679665573,0.03202960363230887,3.303459036557413,0.5156102177933918
