,EX_for_e_max_0.0_x_BIOMASS,EX_for_e_min_0.0_x_BIOMASS,EX_for_e_max_0.3_x_BIOMASS,EX_for_e_max_0.4_x_BIOMASS,EX_for_e_max_0.5_x_BIOMASS,EX_for_e_max_0.6_x_BIOMASS,EX_for_e_min_0.7_x_BIOMASS,EX_for_e_min_0.8_x_BIOMASS,EX_for_e_max_0.9_x_BIOMASS,EX_for_e_min_0.9_x_BIOMASS,EX_for_e_max_1.0_x_BIOMASS,EX_for_e_min_1.0_x_BIOMASS,EX_but_e_max_0.0_x_BIOMASS,EX_but_e_min_0.0_x_BIOMASS,EX_but_e_max_0.1_x_BIOMASS,EX_but_e_max_0.2_x_BIOMASS,EX_but_e_max_0.4_x_BIOMASS,EX_but_e_max_0.5_x_BIOMASS,EX_but_e_max_0.8_x_BIOMASS,EX_but_e_max_0.9_x_BIOMASS,EX_but_e_max_1.0_x_BIOMASS,EX_but_e_min_1.0_x_BIOMASS
EX_fru_e,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BIOMASS,0.0,3.3333333333333337e-06,0.04146876880973472,0.05529280285742406,0.0691168369051134,0.08294087095280277,0.09677157166715877,0.11058893904818146,0.1244129730958708,0.1244129730958708,0.13823700714356016,0.13823700714356016,0.0,3.3333333333333337e-06,0.013820700714356015,0.027644734762045365,0.05529280285742406,0.0691168369051134,0.11058893904818146,0.1244129730958708,0.13823700714356016,0.13823700731565655
EX_for_e,7.914616193480541,0.0,7.6230899681358295,7.522125800069347,7.358786472448156,7.050900854163916,0.0,0.10074393675210495,5.633694213425648,2.0705653483473907,4.950832185799406,4.419212080050437,1.807435897435898,3.07999151115876,1.5082453433609306,1.1788556344471879,0.4942954029432043,0.3456204286918109,3.8234828673251227,4.334451638430318,4.420263587571413,4.4202679820528346
EX_but_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6087179487179486,-0.0,2.4491924471758844,2.2745649732021214,1.9124196184163484,1.72247759553586,0.9715469867052362,0.697957918694812,0.00021255473460612961,-0.0
