,EX_ac_e_max_0.0_x_BIOMASS,EX_ac_e_min_0.0_x_BIOMASS,EX_ac_e_min_0.9_x_BIOMASS,EX_ac_e_max_1.0_x_BIOMASS,EX_ac_e_min_1.0_x_BIOMASS
EX_fru_e,-1.0,-1.0,-1.0,-1.0,-1.0
BIOMASS,0.008225908894440831,0.008230691308434361,0.07486562424008601,0.0822702471806962,0.08227024641767694
EX_ac_e,2.9074437667209554,0.2907443766720956,0.2907443766720956,2.907443766720956,0.5156102177933918
