,EX_for_eminimum_0.0,EX_succ_eminimum_0.0,EX_lac__D_eminimum_0.0,EX_ac_eminimum_0.0,EX_etoh_eminimum_0.0,EX_for_emaximum_0.0,EX_ac_emaximum_0.0,EX_succ_emaximum_0.0,EX_lac__D_emaximum_0.0,EX_etoh_emaximum_0.0,EX_succ_eminimum_0.1,EX_ac_eminimum_0.1,EX_for_eminimum_0.1,EX_lac__D_eminimum_0.1,EX_etoh_eminimum_0.1,EX_ac_emaximum_0.1,EX_lac__D_emaximum_0.1,EX_for_emaximum_0.1,EX_succ_emaximum_0.1,EX_etoh_emaximum_0.1,EX_ac_eminimum_0.2,EX_succ_eminimum_0.2,EX_lac__D_eminimum_0.2,EX_for_eminimum_0.2,EX_etoh_eminimum_0.2,EX_succ_emaximum_0.2,EX_ac_emaximum_0.2,EX_for_emaximum_0.2,EX_lac__D_emaximum_0.2,EX_etoh_emaximum_0.2,EX_for_eminimum_0.3,EX_succ_eminimum_0.3,EX_ac_eminimum_0.3,EX_lac__D_eminimum_0.3,EX_etoh_eminimum_0.3,EX_for_emaximum_0.3,EX_ac_emaximum_0.3,EX_succ_emaximum_0.3,EX_lac__D_emaximum_0.3,EX_etoh_emaximum_0.3,EX_for_eminimum_0.4,EX_succ_eminimum_0.4,EX_ac_eminimum_0.4,EX_lac__D_eminimum_0.4,EX_etoh_eminimum_0.4,EX_for_emaximum_0.4,EX_ac_emaximum_0.4,EX_lac__D_emaximum_0.4,EX_succ_emaximum_0.4,EX_etoh_emaximum_0.4,EX_for_eminimum_0.5,EX_ac_eminimum_0.5,EX_succ_eminimum_0.5,EX_lac__D_eminimum_0.5,EX_etoh_eminimum_0.5,EX_lac__D_emaximum_0.5,EX_succ_emaximum_0.5,EX_ac_emaximum_0.5,EX_for_emaximum_0.5,EX_etoh_emaximum_0.5,EX_for_eminimum_0.6,EX_ac_eminimum_0.6,EX_lac__D_eminimum_0.6,EX_succ_eminimum_0.6,EX_etoh_eminimum_0.6,EX_for_emaximum_0.6,EX_succ_emaximum_0.6,EX_lac__D_emaximum_0.6,EX_ac_emaximum_0.6,EX_etoh_emaximum_0.6,EX_succ_eminimum_0.7,EX_lac__D_eminimum_0.7,EX_for_eminimum_0.7,EX_etoh_eminimum_0.7,EX_ac_eminimum_0.7,EX_for_emaximum_0.7,EX_ac_emaximum_0.7,EX_succ_emaximum_0.7,EX_lac__D_emaximum_0.7,EX_etoh_emaximum_0.7,EX_ac_eminimum_0.8,EX_for_eminimum_0.8,EX_succ_eminimum_0.8,EX_lac__D_eminimum_0.8,EX_etoh_eminimum_0.8,EX_ac_emaximum_0.8,EX_lac__D_emaximum_0.8,EX_for_emaximum_0.8,EX_succ_emaximum_0.8,EX_etoh_emaximum_0.8,EX_lac__D_eminimum_0.9,EX_for_eminimum_0.9,EX_succ_eminimum_0.9,EX_ac_eminimum_0.9,EX_etoh_eminimum_0.9,EX_succ_emaximum_0.9,EX_lac__D_emaximum_0.9,EX_ac_emaximum_0.9,EX_for_emaximum_0.9,EX_etoh_emaximum_0.9,EX_lac__D_eminimum_1.0,EX_for_eminimum_1.0,EX_ac_eminimum_1.0,EX_succ_eminimum_1.0,EX_etoh_eminimum_1.0,EX_lac__D_emaximum_1.0,EX_succ_emaximum_1.0,EX_for_emaximum_1.0,EX_ac_emaximum_1.0,EX_etoh_emaximum_1.0
FUMt2_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13877892962345414,0.13877892962345414,0.0,0.022821499240461188,0.011206494873736025,0.0,0.0,0.0,0.0,0.0,0.27755785924690646,0.27755785924690646,0.045642998480922375,0.0,0.02241298974747205,0.0,0.0,0.0,0.0,0.0,0.0,0.4163367888703624,0.4163367888703624,0.06846449772138356,0.03361948462120806,0.0,0.0,0.0,0.0,0.0,0.0,0.5551157184938147,0.5551157184938147,0.09128599696184475,0.0448259794949441,0.0,0.0,0.0,0.0,0.0,0.0,0.6938946481172671,0.6938946481172671,0.11410749620230594,0.056032474368680085,0.0,0.0,0.0,0.0,0.0,0.0,0.8326735777407248,0.13692899544276713,0.8326735777407248,0.06723896924241612,0.0,0.0,0.0,0.0,0.0,0.9714525073641702,0.15975049468322833,0.0,0.0,0.97145250736417,0.0,0.0,0.0,0.0,0.0,1.1102314369876296,0.0,0.7432539570504687,0.1825719939236895,0.0,0.0,0.0,0.0,0.0,0.0,0.2053934931641507,0.0,0.2053934931641507,1.6331373461055099,0.0,0.0,0.0,0.0,0.0,0.35967542466890023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPD,8.39,8.39,6.712000000000001,8.39,8.39,20.0,20.0,20.0,20.0,20.0,9.799886908186906,9.799886908186906,9.879637274388175,8.122285257858305,10.121296039045225,19.94373363807187,19.943733638071865,19.943733638071862,19.943733638071865,19.943733638071862,11.209773816373808,11.209773816373808,9.532570515716609,11.36927454877635,11.85259207809045,19.887467276143724,19.88746727614372,19.887467276143724,19.887467276143724,19.887467276143727,12.858911823164524,12.619660724560713,12.619660724560713,10.942855773574916,13.583888117135675,19.83120091421559,19.83120091421559,19.83120091421559,19.83120091421559,19.83120091421559,14.348549097552699,14.029547632747617,14.029547632747617,12.353141031433221,15.3151841561809,19.774934552287455,19.774934552287448,19.77493455228745,19.774934552287455,19.774934552287448,15.838186371940871,15.43943454093452,15.43943454093452,13.763426289291525,17.04648019522612,19.718668190359306,19.71866819035931,19.718668190359306,19.71866819035931,19.718668190359306,17.327823646329048,16.849321449121426,15.173711547149834,16.849321449121426,18.77777623427135,19.66240182843117,19.662401828431175,19.66240182843117,19.662401828431175,19.66240182843117,18.259208357308324,16.58399680500814,18.81746092071722,19.606135466503037,18.259208357308324,19.606135466503034,19.606135466503044,19.606135466503037,19.606135466503037,19.606135466503037,19.17979195891235,19.549869104574896,19.302117785558075,17.994282062866446,19.549869104574896,19.549869104574903,19.549869104574896,19.549869104574896,19.549869104574896,19.5498691045749,19.404567320724748,19.493602742646743,19.425138244925378,18.949223627278258,19.49360274264676,19.49360274264676,19.49360274264676,19.493602742646765,19.493602742646765,19.37371093442381,19.43733638071862,19.43733638071862,19.43733638071862,19.43733638071862,19.437336380718623,19.437336380718623,19.437336380718623,19.437336380718623,19.43733638071862,19.437336380718623
GLCpts,4.195,4.195,3.3560000000000003,4.195,4.195,10.0,10.0,10.0,10.0,10.0,4.951206456661431,4.951206456661431,4.967951818158157,4.0930793930999645,5.090648949632303,10.000000000000004,10.000000000000002,10.0,10.0,10.0,5.707412913322859,5.707412913322859,4.830158786199929,5.740903636316313,5.986297899264606,10.0,9.999999999999998,10.0,10.000000000000002,10.000000000000004,6.513855454474468,6.463619369984291,6.463619369984291,5.567238179299895,6.881946848896913,10.0,10.000000000000002,10.0,10.0,10.0,7.2868072726326245,7.219825826645719,7.219825826645719,6.30431757239986,7.777595798529216,10.0,10.0,10.0,10.0,9.999999999999998,8.059759090790779,7.976032283307148,7.976032283307148,7.041396965499824,8.673244748161519,9.999999999999998,10.0,9.999999999999998,10.0,9.999999999999998,8.832710908948936,8.732238739968581,7.778476358599791,8.732238739968581,9.568893697793825,10.0,10.0,10.0,10.0,10.0,9.488445196630003,8.515555751699758,9.605662727107092,10.0,9.488445196630003,10.0,10.000000000000004,10.0,10.0,9.999999999999998,10.0,10.0,10.0,9.252635144799722,10.0,10.000000000000002,10.0,10.0,10.0,10.0,9.989714537899685,10.0,10.0,10.0,10.0,10.0,10.0,10.000000000000002,10.0,10.000000000000007,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.999999999999998,10.0
GLNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.005412221624731891,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.010824443249463783,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.016236664874195676,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.021648886498927565,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.027061108123659455,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.03247332974839135,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.037885551373123244,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.04329777299785513,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.048709994622587016,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891,0.05412221624731891
GLNabc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.11000335160693826,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.22000670321387653,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.3300100548208148,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.44001340642775305,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.5500167580346913,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.6600201096416296,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.7700234612485678,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.8800268128555061,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-0.9900301644624443,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826,-1.1000335160693826
GLUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUSy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUt2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13877892962345414,0.13877892962345414,0.0,0.022821499240461188,0.011206494873736025,0.0,0.0,0.0,0.0,0.0,0.27755785924690646,0.27755785924690646,0.045642998480922375,0.0,0.02241298974747205,0.0,0.0,0.0,0.0,0.0,0.0,0.4163367888703624,0.4163367888703624,0.06846449772138356,0.03361948462120806,0.0,0.0,0.0,0.0,0.0,0.0,0.5551157184938147,0.5551157184938147,0.09128599696184475,0.0448259794949441,0.0,0.0,0.0,0.0,0.0,0.0,0.6938946481172671,0.6938946481172671,0.11410749620230594,0.056032474368680085,0.0,0.0,0.0,0.0,0.0,0.0,0.8326735777407248,0.13692899544276713,0.8326735777407248,0.06723896924241612,0.0,0.0,0.0,0.0,0.0,0.9714525073641702,0.15975049468322833,0.0,0.0,0.97145250736417,0.0,0.0,0.0,0.0,0.0,1.1102314369876296,0.0,0.7432539570504687,0.1825719939236895,0.0,0.0,0.0,0.0,0.0,0.0,0.2053934931641507,0.0,0.2053934931641507,1.6331373461055099,0.0,0.0,0.0,0.0,0.0,0.35967542466890023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2Ot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.952888888888889,0.0,0.0,0.0,0.0,-0.21852929582472377,0.0,-0.12757243474971675,0.0,-0.1387789296234601,-0.12383693645846013,-6.6795092519624335,-0.13877892962345656,0.0,0.0,0.0,-0.43705859164944755,-0.2551448694994335,-5.261240726147082,0.0,-0.24767387291694867,-0.27755785924690957,-0.27755785924690957,-0.6555878874741731,0.0,0.0,0.0,-0.3827173042491555,-0.37151080937539815,0.0,-3.8429722003316713,-0.4163367888703625,-0.4163367888703625,-0.8741171832988969,0.0,0.0,0.0,-0.5102897389988723,-0.3264816073092931,0.0,-0.555115718493812,-2.4247036745163326,-0.555115718493812,-1.0926464791236188,0.0,0.0,0.0,-0.6378621737485872,-0.693894648117265,-1.0064351487009473,0.0,0.9138979908633864,-0.693894648117265,-1.3111757749483461,0.0,0.0,0.0,-0.765434608498311,2.154277589036062,0.6254775890360438,-0.832673577740725,0.6254775890360589,-0.832673577740725,0.0,0.0,-1.5297050707730682,0.3370571872087337,0.0,3.394657187208741,2.248057187208734,2.248057187208723,0.33705718720872657,-0.9714525073641711,0.0,-1.7482343665977973,0.0,0.0,2.5966367853814254,3.8706367853814094,2.5966367853814325,4.635036785381414,3.870636785381444,-1.1102314369876312,0.0,-0.2397836164458651,0.0,0.8489746142911239,4.856216383554095,5.4932163835540955,4.856216383554102,5.493216383554088,5.875416383554089,0.0,7.115795981726773,7.115795981726773,7.115795981726773,7.115795981726773,7.115795981726766,7.115795981726787,7.115795981726787,7.1157959817267695,7.115795981726764,7.115795981726787
ICDHyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662
ICL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4293333333333287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007470996582496253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014941993164978296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022412989747481626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDH_D,-8.39,-8.39,0.0,-8.39,-8.39,0.0,0.0,0.0,-20.0,0.0,-8.503965682025985,-8.503965682025985,-8.306158188980348,0.0,-9.85586646681815,0.0,-19.67830406584479,0.0,0.0,0.0,-8.617931364051962,-8.617931364051962,0.0,-8.222316377960695,-11.3217329336363,0.0,0.0,0.0,-19.356608131689576,0.0,-8.138474566941035,-8.731897046077957,-8.731897046077957,0.0,-12.787599400454454,0.0,0.0,0.0,-19.034912197534368,0.0,-8.05463275592139,-8.84586272810394,-8.84586272810394,0.0,-14.253465867272602,0.0,0.0,-18.713216263379152,0.0,0.0,-7.9707909449017365,-8.959828410129914,-8.959828410129914,0.0,-15.719332334090751,-18.391520329223937,0.0,0.0,0.0,0.0,-7.886949133882084,-9.073794092155916,0.0,-9.073794092155916,-17.185198800908907,0.0,0.0,-18.06982439506873,0.0,0.0,-9.187759774181874,0.0,-7.803107322862431,-15.287999999999997,-9.187759774181874,0.0,0.0,0.0,-15.287999999999995,0.0,-6.85520892329345,-3.933120059190273,-7.099860576584913,0.0,-10.191999999999965,0.0,-10.191999999999972,0.0,0.0,0.0,0.0,0.0,-0.10285462100310205,0.0,-5.095999999999982,0.0,-5.095999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4293333333333287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007470996582496253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014941993164978296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022412989747481626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALt2_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-13.047111111111121,0.0,0.0,0.0,0.0,-0.07975036620127085,0.0,0.0,-9.711579598172678,0.0,0.0,-13.109517194091875,0.0,0.0,0.0,0.0,-0.15950073240253992,0.0,-12.170145499294854,-9.423159196345356,0.0,0.0,0.0,-0.23925109860381077,0.0,0.0,0.0,0.0,0.0,-9.13473879451803,-11.230773804497844,0.0,0.0,-0.3190014648050816,0.0,0.0,0.0,0.0,0.0,-8.846318392690703,0.0,-10.291402109700826,0.0,-0.3987518310063525,0.0,0.0,0.0,0.0,0.0,-9.352030414903803,-8.557897990863378,0.0,0.0,-0.47850219720762155,0.0,0.0,0.0,0.0,0.0,-7.643999999999998,0.0,-7.643999999999995,0.0,0.0,0.0,-0.5582525634088924,0.0,0.0,0.0,-5.733000000000003,-5.7330000000000005,0.0,0.0,0.0,-0.6380029296101668,0.0,0.0,0.0,-3.822000000000002,0.0,0.0,-3.821999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-1.910999999999994,0.0,-1.9110000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007470996582496253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014941993164978296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022412989747481626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
