,EX_for_eminimum_0.0,EX_succ_eminimum_0.0,EX_lac__D_eminimum_0.0,EX_ac_eminimum_0.0,EX_etoh_eminimum_0.0,EX_for_emaximum_0.0,EX_ac_emaximum_0.0,EX_succ_emaximum_0.0,EX_lac__D_emaximum_0.0,EX_etoh_emaximum_0.0,EX_succ_eminimum_0.1,EX_ac_eminimum_0.1,EX_for_eminimum_0.1,EX_lac__D_eminimum_0.1,EX_etoh_eminimum_0.1,EX_ac_emaximum_0.1,EX_lac__D_emaximum_0.1,EX_for_emaximum_0.1,EX_succ_emaximum_0.1,EX_etoh_emaximum_0.1,EX_ac_eminimum_0.2,EX_succ_eminimum_0.2,EX_lac__D_eminimum_0.2,EX_for_eminimum_0.2,EX_etoh_eminimum_0.2,EX_succ_emaximum_0.2,EX_ac_emaximum_0.2,EX_for_emaximum_0.2,EX_lac__D_emaximum_0.2,EX_etoh_emaximum_0.2,EX_for_eminimum_0.3,EX_succ_eminimum_0.3,EX_ac_eminimum_0.3,EX_lac__D_eminimum_0.3,EX_etoh_eminimum_0.3,EX_for_emaximum_0.3,EX_ac_emaximum_0.3,EX_succ_emaximum_0.3,EX_lac__D_emaximum_0.3,EX_etoh_emaximum_0.3,EX_for_eminimum_0.4,EX_succ_eminimum_0.4,EX_ac_eminimum_0.4,EX_lac__D_eminimum_0.4,EX_etoh_eminimum_0.4,EX_for_emaximum_0.4,EX_ac_emaximum_0.4,EX_lac__D_emaximum_0.4,EX_succ_emaximum_0.4,EX_etoh_emaximum_0.4,EX_for_eminimum_0.5,EX_ac_eminimum_0.5,EX_succ_eminimum_0.5,EX_lac__D_eminimum_0.5,EX_etoh_eminimum_0.5,EX_lac__D_emaximum_0.5,EX_succ_emaximum_0.5,EX_ac_emaximum_0.5,EX_for_emaximum_0.5,EX_etoh_emaximum_0.5,EX_for_eminimum_0.6,EX_ac_eminimum_0.6,EX_lac__D_eminimum_0.6,EX_succ_eminimum_0.6,EX_etoh_eminimum_0.6,EX_for_emaximum_0.6,EX_succ_emaximum_0.6,EX_lac__D_emaximum_0.6,EX_ac_emaximum_0.6,EX_etoh_emaximum_0.6,EX_succ_eminimum_0.7,EX_lac__D_eminimum_0.7,EX_for_eminimum_0.7,EX_etoh_eminimum_0.7,EX_ac_eminimum_0.7,EX_for_emaximum_0.7,EX_ac_emaximum_0.7,EX_succ_emaximum_0.7,EX_lac__D_emaximum_0.7,EX_etoh_emaximum_0.7,EX_ac_eminimum_0.8,EX_for_eminimum_0.8,EX_succ_eminimum_0.8,EX_lac__D_eminimum_0.8,EX_etoh_eminimum_0.8,EX_ac_emaximum_0.8,EX_lac__D_emaximum_0.8,EX_for_emaximum_0.8,EX_succ_emaximum_0.8,EX_etoh_emaximum_0.8,EX_lac__D_eminimum_0.9,EX_for_eminimum_0.9,EX_succ_eminimum_0.9,EX_ac_eminimum_0.9,EX_etoh_eminimum_0.9,EX_succ_emaximum_0.9,EX_lac__D_emaximum_0.9,EX_ac_emaximum_0.9,EX_for_emaximum_0.9,EX_etoh_emaximum_0.9,EX_lac__D_eminimum_1.0,EX_for_eminimum_1.0,EX_ac_eminimum_1.0,EX_succ_eminimum_1.0,EX_etoh_eminimum_1.0,EX_lac__D_emaximum_1.0,EX_succ_emaximum_1.0,EX_for_emaximum_1.0,EX_ac_emaximum_1.0,EX_etoh_emaximum_1.0
ATPM,8.39,8.39,8.39,8.39,8.39,15.0,17.5,8.39,20.0,25.0,8.39,8.39,8.39,8.39,8.39,15.877420401827328,18.20683435158977,13.272316341963577,8.39,23.12641036805097,8.39,8.39,8.39,8.39,8.39,8.39,14.254840803654641,11.544632683927189,16.413668703179535,21.25282073610193,8.39,8.39,8.39,8.39,8.39,9.816949025890747,12.63226120548197,8.39,14.620503054769312,19.379231104152904,8.39,8.39,8.39,8.39,8.39,8.39,11.009681607309291,12.827337406359083,8.39,17.50564147220387,8.39,8.39,8.39,8.39,8.39,11.03417175794885,8.39,9.387102009136612,8.39,15.632051840254832,8.39,8.39,8.39,8.39,8.39,8.39,8.39,9.241006109538617,8.39,13.758462208305797,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,11.884872576356777,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,10.011282944407737,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39
ATPS4r,0.0,0.0,1.6780000000000004,0.0,0.0,-5.0,-2.5,-0.32200000000000095,0.0,5.0,0.0,0.0,0.0,1.5616442199456073,-0.3214091308583207,-2.79520525768109,-0.3270123782951888,-5.254059391338885,-0.3340265156486595,4.592563638166011,0.0,0.0,1.4452884398912142,0.0,-0.6428182617166405,-1.2047196979639878,-3.0904105153621773,-5.50811878267775,-0.6540247565903767,4.185127276332015,0.0,0.0,0.0,1.3289326598368205,-0.9642273925749603,-5.762178174016647,-3.385615773043267,-2.075412880279373,-0.9810371348855655,3.7776909144980264,0.0,0.0,0.0,1.2125768797824295,-1.2856365234332827,-5.974021030724358,-3.680821030724356,-1.3080495131807535,-2.946106062594696,3.3702545526640346,0.0,0.0,0.0,1.0962210997280375,-1.6070456542915998,-1.6350618914759405,-3.816799244910051,-3.9760262884054445,-5.887026288405444,2.962818190830043,0.0,0.0,0.9798653196736367,0.0,-1.9284547851499205,-5.800031546086533,-4.27123154608652,-1.9620742697711302,-4.271231546086533,2.5553818289960515,0.0,0.8635095396192449,0.0,-2.6554368037676213,0.0,-5.713036803767622,-4.566436803767626,-4.56643680376761,-2.655436803767615,2.147945467162064,0.4893033065828831,0.7572290905305046,0.0,0.7471537595648501,-3.5876420614487188,-4.861642061448709,-3.5876420614487268,-5.626042061448709,-4.861642061448737,1.7405091053280697,0.6307979795104548,0.5761526808701745,0.6102270553098279,1.6649109116071799,-4.519847319129802,-5.156847319129804,-4.51984731912981,-5.1568473191298,-5.539047319129802,0.8159362973161395,-5.452052576810889,-5.452052576810889,-5.452052576810889,-5.452052576810889,-5.452052576810885,-5.4520525768109085,-5.4520525768109085,-5.452052576810888,-5.45205257681089,-5.4520525768109085
BIOMASS_Ecoli_core_w_GAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.02116629497353106,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.04233258994706212,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.06349888492059318,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.08466517989412424,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.10583147486765529,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.12699776984118635,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.14816406481471742,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.16933035978824848,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.19049665476177952,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058,0.21166294973531058
CO2t,0.0,0.0,-6.712000000000001,0.0,0.0,0.0,10.0,6.952888888888901,0.0,-20.0,-0.8763078948286578,-0.8763078948286578,-1.212894317497746,-7.586714496143053,0.02661132435547192,9.749397417401886,0.015404829481735424,0.03781781922920795,6.584191701234652,-19.662899236363064,-1.7526157896573171,-1.7526157896573171,-8.461428992286104,-2.425788634995494,0.05322264871094384,7.217272291358191,9.498794834803773,0.0756356384584159,0.03080965896347085,-19.325798472726095,-3.638682952493246,-2.628923684485964,-2.628923684485964,-9.336143488429158,0.07983397306641576,0.11345345768762383,9.248192252205655,7.850352881481731,0.04621448844520626,-18.988697709089166,-4.851577269990986,-3.50523157931462,-3.50523157931462,-10.210857984572215,0.10644529742188769,0.1512712769168318,8.997589669607535,0.06161931792694525,8.483433471605275,-18.65159694545221,-6.064471587488731,-4.381539474143288,-4.381539474143288,-11.08557248071527,0.1330566217773596,0.07702414740867708,9.116514061728815,8.746987087009417,0.1890890961460397,-18.314496181815258,-7.277365904986481,-5.257847368971926,-11.96028697685831,-5.257847368971926,0.15966794613283153,0.22690691537524765,7.8709069153752464,0.09242897689041252,7.870906915375243,-17.977395418178315,-6.134155263800606,-12.835001473001364,-8.490260222484224,0.2647247346044556,-6.134155263800609,0.2647247346044556,5.997724734604459,5.997724734604456,0.2647247346044556,-17.64029465454137,-8.967676384960786,-12.73207090210397,-8.478373078377897,-13.709715969144407,0.3025425538336636,4.124542553833665,0.3025425538336636,0.3025425538336636,4.124542553833656,-17.303193890904417,-14.584430465287454,-14.947639626937056,-14.502146768484963,-13.858881396200125,0.3403603730628715,2.2513603730628655,0.3403603730628715,2.2513603730628717,0.3403603730628715,-14.707856010491218,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920794,0.3781781922920695,0.3781781922920794
CS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4293333333333287,0.0,0.0,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.022836315646942648,0.0303073122294389,0.022836315646942648,0.022836315646942648,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.045672631293885296,0.06061462445886359,0.045672631293885296,0.045672631293885296,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.09092193668830961,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.06850894694082799,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.09134526258777059,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.11418157823471331,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.13701789388165597,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.15985420952859852,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.18269052517554119,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.20552684082248396,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662,0.22836315646942662
CYTBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D_LACt2,-8.39,-8.39,0.0,-8.39,-8.39,0.0,0.0,0.0,-20.0,0.0,-8.503965682025985,-8.503965682025985,-8.306158188980348,0.0,-9.85586646681815,0.0,-19.67830406584479,0.0,0.0,0.0,-8.617931364051962,-8.617931364051962,0.0,-8.222316377960695,-11.3217329336363,0.0,0.0,0.0,-19.356608131689576,0.0,-8.138474566941035,-8.731897046077957,-8.731897046077957,0.0,-12.787599400454454,0.0,0.0,0.0,-19.034912197534368,0.0,-8.05463275592139,-8.84586272810394,-8.84586272810394,0.0,-14.253465867272602,0.0,0.0,-18.713216263379152,0.0,0.0,-7.9707909449017365,-8.959828410129914,-8.959828410129914,0.0,-15.719332334090751,-18.391520329223937,0.0,0.0,0.0,0.0,-7.886949133882084,-9.073794092155916,0.0,-9.073794092155916,-17.185198800908907,0.0,0.0,-18.06982439506873,0.0,0.0,-9.187759774181874,0.0,-7.803107322862431,-15.287999999999997,-9.187759774181874,0.0,0.0,0.0,-15.287999999999995,0.0,-6.85520892329345,-3.933120059190273,-7.099860576584913,0.0,-10.191999999999965,0.0,-10.191999999999972,0.0,0.0,0.0,0.0,0.0,-0.10285462100310205,0.0,-5.095999999999982,0.0,-5.095999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO,8.39,8.39,6.712000000000001,8.39,8.39,20.0,20.0,20.0,20.0,20.0,9.768222130906503,9.768222130906503,9.847972497107772,8.090620480577902,10.089631261764822,19.912068860791468,19.912068860791464,19.91206886079146,19.912068860791464,19.91206886079146,11.146444261813002,11.146444261813002,9.469240961155803,11.305944994215544,11.789262523529644,19.824137721582918,19.824137721582915,19.824137721582918,19.824137721582918,19.82413772158292,12.763917491323317,12.524666392719507,12.524666392719507,10.84786144173371,13.488893785294469,19.736206582374383,19.736206582374383,19.736206582374383,19.736206582374383,19.736206582374383,14.221889988431089,13.902888523626007,13.902888523626007,12.226481922311612,15.18852504705929,19.648275443165844,19.648275443165836,19.64827544316584,19.648275443165844,19.648275443165836,15.679862485538859,15.281110654532508,15.281110654532508,13.605102402889512,16.888156308824108,19.560344303957294,19.560344303957297,19.560344303957294,19.560344303957297,19.560344303957294,17.137834982646634,16.659332785439013,14.983722883467419,16.659332785439013,18.587787570588937,19.472413164748758,19.47241316474876,19.472413164748758,19.47241316474876,19.472413164748758,18.037554916345506,16.362343364045323,18.595807479754402,19.384482025540223,18.037554916345506,19.384482025540215,19.384482025540226,19.38448202554022,19.384482025540223,19.38448202554022,18.92647374066913,19.296550886331676,19.048799567314855,17.740963844623227,19.296550886331676,19.296550886331683,19.296550886331676,19.296550886331676,19.296550886331676,19.29655088633168,19.119584325201124,19.208619747123123,19.140155249401754,18.664240631754637,19.208619747123137,19.208619747123137,19.208619747123137,19.20861974712314,19.20861974712314,19.088727938900185,19.120688607914595,19.120688607914595,19.120688607914595,19.120688607914595,19.120688607914598,19.120688607914598,19.120688607914598,19.120688607914598,19.120688607914595,19.120688607914598
ETOHt2r,0.0,0.0,-6.712000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-1.0304916539338471,-1.0304916539338471,-1.2282991469794826,-7.740898255248241,0.0,-0.11636593987598332,0.0,0.0,0.0,-19.67830406584479,-2.060983307867696,-2.060983307867696,-8.76979651049648,-2.4565982939589652,0.0,0.0,-0.23273187975195775,0.0,0.0,-19.356608131689576,-3.684897440938453,-3.0914749618015342,-3.0914749618015342,-9.798694765744722,0.0,0.0,-0.3490978196279446,0.0,0.0,-19.034912197534368,-4.9131965879179305,-4.12196661573538,-4.12196661573538,-10.827593020992964,0.0,-0.13898215219462884,-0.46546375950392793,0.0,0.0,-18.713216263379152,-6.141495734897411,-5.152458269669236,-5.152458269669236,-11.856491276241204,0.0,0.0,0.0,-0.5818296993799095,-1.4957276902432959,-18.391520329223937,-7.369794881876896,-6.182949923603067,-12.885389531489439,-6.182949923603067,0.0,-2.8524732282919505,-1.323673228291966,0.0,-1.3236732282919537,-18.06982439506873,-7.21344157753693,-13.914287786737683,-8.598094028856377,-1.151618766340609,-7.21344157753693,-4.209218766340607,-3.0626187663406075,-3.06261876634062,-1.1516187663406177,-17.74812846091352,-10.201146457802306,-12.855309537957863,-9.711843151219412,-14.94318604198592,-3.5275643043892773,-4.801564304389267,-3.527564304389262,-5.5659643043892775,-4.801564304389236,-17.426432526758305,-15.972084297234154,-16.095509842437878,-15.889800600431673,-16.095509842437888,-5.9035098424379315,-6.540509842437924,-5.9035098424379235,-6.540509842437926,-6.922709842437925,-16.09550984243794,-8.279455380486578,-8.279455380486578,-8.279455380486578,-8.279455380486578,-8.279455380486585,-8.279455380486558,-8.279455380486558,-8.279455380486588,-8.27945538048659,-8.279455380486558
EX_ac_e,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,10.0,5.664888888888896,-0.0,0.0,-0.0,0.0,0.0,0.11595743038298956,-0.0,9.850358527796132,0.0,-0.0,6.568786871752893,0.0,0.0,-0.0,0.2319148607659809,0.0,-0.0,7.186462632394677,9.70071705559226,-0.0,0.0,0.0,0.0,-0.0,0.0,0.34787229114897134,-0.0,-0.0,9.551075583388393,7.804138393036532,0.0,0.0,0.0,-0.0,0.0,0.4638297215319618,-0.0,0.22863411118451982,9.40143411118452,0.0,8.421814153678307,0.0,0.0,0.0,-0.0,0.5797871519149504,-0.0,0.0,9.039489914320125,9.251792638980648,1.6077926389806532,0.0,0.0,0.0,0.6957445822979498,-0.0,-0.0,2.9869511667767856,9.102151166776766,0.0,9.10215116677678,0.0,-0.0,0.8117020126809393,0.0,1.308509694572912,0.0,4.3661096945729145,8.952509694572914,8.952509694572898,1.3085096945729058,0.0,0.0,0.0,0.3669774799371588,0.9276594430639342,3.70686822236906,8.802868222369042,3.706868222369068,5.7452682223690505,8.802868222369074,0.0,1.0436168734469273,1.0092267501651442,1.0436168734469344,0.4648476347967012,6.10522675016518,8.653226750165176,6.105226750165188,8.653226750165171,7.124426750165174,0.8893349419422041,8.5035852779613,8.5035852779613,8.5035852779613,8.5035852779613,8.5035852779613,8.503585277961323,8.503585277961323,8.503585277961307,8.5035852779613,8.503585277961323
EX_acald_e,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6633620726798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.326724145359616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.990086218039405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.287999999999986,0.0,0.0,0.0,0.0,0.0,0.0,12.230399999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.172799999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.115199999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.057599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
EX_akg_e,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,-0.0,-0.0,6.712000000000001,-0.0,-0.0,0.0,-10.0,-6.952888888888901,0.0,20.0,0.8763078948286578,0.8763078948286578,1.212894317497746,7.586714496143053,-0.02661132435547192,-9.749397417401886,-0.015404829481735424,-0.03781781922920795,-6.584191701234652,19.662899236363064,1.7526157896573171,1.7526157896573171,8.461428992286104,2.425788634995494,-0.05322264871094384,-7.217272291358191,-9.498794834803773,-0.0756356384584159,-0.03080965896347085,19.325798472726095,3.638682952493246,2.628923684485964,2.628923684485964,9.336143488429158,-0.07983397306641576,-0.11345345768762383,-9.248192252205655,-7.850352881481731,-0.04621448844520626,18.988697709089166,4.851577269990986,3.50523157931462,3.50523157931462,10.210857984572215,-0.10644529742188769,-0.1512712769168318,-8.997589669607535,-0.06161931792694525,-8.483433471605275,18.65159694545221,6.064471587488731,4.381539474143288,4.381539474143288,11.08557248071527,-0.1330566217773596,-0.07702414740867708,-9.116514061728815,-8.746987087009417,-0.1890890961460397,18.314496181815258,7.277365904986481,5.257847368971926,11.96028697685831,5.257847368971926,-0.15966794613283153,-0.22690691537524765,-7.8709069153752464,-0.09242897689041252,-7.870906915375243,17.977395418178315,6.134155263800606,12.835001473001364,8.490260222484224,-0.2647247346044556,6.134155263800609,-0.2647247346044556,-5.997724734604459,-5.997724734604456,-0.2647247346044556,17.64029465454137,8.967676384960786,12.73207090210397,8.478373078377897,13.709715969144407,-0.3025425538336636,-4.124542553833665,-0.3025425538336636,-0.3025425538336636,-4.124542553833656,17.303193890904417,14.584430465287454,14.947639626937056,14.502146768484963,13.858881396200125,-0.3403603730628715,-2.2513603730628655,-0.3403603730628715,-2.2513603730628717,-0.3403603730628715,14.707856010491218,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920794,-0.3781781922920695,-0.3781781922920794
EX_etoh_e,-0.0,-0.0,6.712000000000001,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,20.0,1.0304916539338471,1.0304916539338471,1.2282991469794826,7.740898255248241,0.0,0.11636593987598332,0.0,-0.0,-0.0,19.67830406584479,2.060983307867696,2.060983307867696,8.76979651049648,2.4565982939589652,0.0,-0.0,0.23273187975195775,-0.0,0.0,19.356608131689576,3.684897440938453,3.0914749618015342,3.0914749618015342,9.798694765744722,0.0,-0.0,0.3490978196279446,-0.0,0.0,19.034912197534368,4.9131965879179305,4.12196661573538,4.12196661573538,10.827593020992964,0.0,0.13898215219462884,0.46546375950392793,0.0,-0.0,18.713216263379152,6.141495734897411,5.152458269669236,5.152458269669236,11.856491276241204,0.0,0.0,-0.0,0.5818296993799095,1.4957276902432959,18.391520329223937,7.369794881876896,6.182949923603067,12.885389531489439,6.182949923603067,0.0,2.8524732282919505,1.323673228291966,0.0,1.3236732282919537,18.06982439506873,7.21344157753693,13.914287786737683,8.598094028856377,1.151618766340609,7.21344157753693,4.209218766340607,3.0626187663406075,3.06261876634062,1.1516187663406177,17.74812846091352,10.201146457802306,12.855309537957863,9.711843151219412,14.94318604198592,3.5275643043892773,4.801564304389267,3.527564304389262,5.5659643043892775,4.801564304389236,17.426432526758305,15.972084297234154,16.095509842437878,15.889800600431673,16.095509842437888,5.9035098424379315,6.540509842437924,5.9035098424379235,6.540509842437926,6.922709842437925,16.09550984243794,8.279455380486578,8.279455380486578,8.279455380486578,8.279455380486578,8.279455380486585,8.279455380486558,8.279455380486558,8.279455380486588,8.27945538048659,8.279455380486558
EX_for_e,0.0,-0.0,-0.0,-0.0,-0.0,20.0,10.0,-0.0,-0.0,-0.0,0.35730822544817786,0.35730822544817786,0.0,0.35730822544817276,0.10216335594874235,10.068887823620859,0.07975036620126982,19.78046742179353,0.10780691561522637,0.07975036620126019,0.714616450896354,0.714616450896354,0.7146164508963473,0.0,0.2043267118974847,2.3622804978971317,10.137775647241702,19.56093484358706,0.15950073240253965,0.15950073240255236,0.0,1.0719246763445356,1.0719246763445356,1.071924676344521,0.3064900678462271,19.341402265380594,10.206663470862564,4.616754080179012,0.23925109860380955,0.23925109860380545,0.0,1.4292329017927115,1.4292329017927115,1.4292329017926928,0.4086534237949694,19.121869687174126,10.275551294483417,0.31900146480508285,6.871227662460917,0.3190014648050763,0.0,1.786541127240886,1.786541127240886,1.786541127240863,0.5108167797437118,0.39875183100634914,9.12570124474282,10.344439118104269,18.90233710896765,0.39875183100635425,0.0,2.143849352689071,2.1438493526890525,2.143849352689071,0.6129801356924542,18.68280453076118,11.038804530761187,0.4785021972076191,11.038804530761189,0.478502197207618,2.501157578137235,2.501157578137226,0.0,3.1752719525547173,2.5011575781372315,18.463271952554713,12.730271952554718,12.730271952554714,3.17527195255472,0.5582525634088924,2.858465803585423,0.0,2.858465803585414,2.8584658035854105,8.051739374348276,14.421739374348247,8.05173937434827,18.24373937434824,14.421739374348249,0.6380029296101632,3.2157740290335877,2.736206796141829,3.215774029033602,4.913723257615782,12.928206796141792,16.11320679614178,12.928206796141794,16.113206796141778,18.024206796141776,3.215774029033634,17.8046742179353,17.8046742179353,17.8046742179353,17.8046742179353,17.804674217935307,17.804674217935304,17.804674217935304,17.804674217935304,17.804674217935315,17.804674217935304
EX_fru_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
