0,0.81818,1
0,1.6364,0
0,2,0
0.0037379,0.75279,0.98999
0.0037422,0.75367,0.98988
0.0037643,0.75811,0.98928
0.0037867,0.76261,0.98868
0.00381,0.75381,0.98787
0.0038187,0.75476,0.98763
0.0038248,0.75285,0.98782
0.0038344,0.75376,0.98758
0.0038594,0.77726,0.98671
0.0038628,0.75964,0.98638
0.0038832,0.75837,0.98631
0.003908,0.76462,0.98511
0.0039332,0.7631,0.98501
0.0040587,0.78125,0.98086
0.0041011,0.77897,0.98066
0.020479,0.98921,0.49732
0.02061,0.99557,0.49351
0.021298,1.0288,0.47356
0.022034,1.0643,0.45224
0.024748,1.1954,0.37357
0.039506,1.312,0
0.040225,1.1175,0
0.040457,1.0547,0
0.040692,0.99125,0
0.040739,0.97854,0
0.043273,1.0557,0
0.043338,0.89437,0
0.043359,0.84347,0
0.04338,0.79251,0
0.043384,0.78238,0
