2.584615385000000032e+01,8.333333299999999555e-02,1.398625430000000058e+00,6.888564809999999650e-01,5.165630159999999860e-01,5.636514000000000454e-03,5.472547299999999670e-02,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01
2.571012832010923788e+01,8.849862496677626811e-02,1.508041855003062759e+00,8.489100355616026050e-01,6.110770601164879912e-01,5.653404923143033264e-03,9.251188773596208392e-02,8.435421674053226182e-01,8.435845832634759622e-01,8.441000785850825139e-01,8.465685768736777028e-01,8.738664476478683607e-01,8.435917278690079346e-01,8.486307146950486935e-01,8.435756031859751314e-01
2.557261705345430514e+01,9.377196142069602058e-02,1.619086967761324214e+00,1.009921777338298243e+00,7.075282906422085683e-01,5.669638275733237739e-03,1.293260494766963753e-01,7.924326985552031521e-01,7.925146823749238401e-01,7.935055647936616330e-01,7.982715131623491223e-01,8.516522001700078670e-01,7.925279394703513836e-01,8.022548253500959570e-01,7.925055627963735194e-01
2.543339674967648634e+01,9.916383410574287904e-02,1.731956765679870225e+00,1.172315245677823858e+00,8.061139237992681617e-01,5.685218507654408657e-03,1.651679108404096041e-01,7.459066338174556998e-01,7.460256463154796291e-01,7.474556539562063895e-01,7.543663460674108201e-01,8.328005861435953117e-01,7.460440482728870615e-01,7.601440203969059839e-01,7.460247327567639530e-01
2.529223083688977169e+01,1.046852241984758264e-01,1.846857972380761881e+00,1.336520872322549014e+00,9.070403253729678594e-01,5.700152640107375955e-03,2.000409876206179494e-01,7.033401540047568012e-01,7.034939053783098029e-01,7.053298895623129061e-01,7.142474614666176613e-01,8.168553934555250473e-01,7.035165374903354918e-01,7.217039896867281090e-01,7.035091421504537923e-01
2.514886937252349952e+01,1.103476183983059244e-01,1.964008209906747071e+00,1.502976840991113949e+00,1.010523273201775041e+00,5.714450010471293362e-03,2.339521026481612143e-01,6.642197721806821775e-01,6.644061763766743178e-01,6.666175398667888441e-01,6.774162619152367393e-01,8.034386803800569465e-01,6.644321684079361745e-01,6.864452466542562137e-01,6.644451812552892855e-01
2.500304894210603734e+01,1.161630250458136615e-01,2.083636171180479835e+00,1.672129921431444455e+00,1.116788221937474512e+00,5.728122019182146744e-03,2.669111308608168032e-01,6.281192677641869171e-01,6.283364068081703779e-01,6.308946706887222922e-01,6.434588335969549933e-01,7.922341778960184655e-01,6.283649268803483956e-01,6.539612881105818509e-01,6.284065313674436215e-01
2.485449259234194486e+01,1.221439888549534919e-01,2.205981763495157733e+00,1.844436234667950147e+00,1.226070544289237452e+00,5.741181875493469103e-03,2.989307358286861227e-01,5.946820933003004184e-01,5.949281893251526787e-01,5.978066582473139379e-01,6.120289140548867968e-01,7.829746534221354581e-01,5.949584395743068299e-01,6.239119408658839738e-01,5.950365683674412320e-01
2.470290977888582162e+01,1.283036047554348136e-01,2.331296237095040080e+00,2.020361961141336593e+00,1.338615758187078120e+00,5.753644349811428554e-03,3.300261090181942358e-01,5.636079586674179742e-01,5.638813518321222906e-01,5.670548543629404525e-01,5.828349055175870985e-01,7.754322986534644135e-01,5.639125654029345514e-01,5.960106664776434471e-01,5.640349445552398366e-01
2.454799632953027810e+01,1.346555307154003178e-01,2.459842297697378832e+00,2.200383989488785108e+00,1.454679737515885307e+00,5.765525534780670779e-03,3.602147139568338541e-01,5.346422888539267282e-01,5.349414199018646121e-01,5.383861078401706024e-01,5.556296706285371867e-01,7.694112004267152916e-01,5.349728589722684280e-01,5.700145878311408953e-01,5.351470446384986035e-01
