	Products combinations	Combinations index	EFVs volume value	opt-yield-FBA volume value	opt-yield-FBA volume percentage	EFMs volume value	EFMs volume percentage	EFVs area value	opt-yield-FBA area value	opt-yield-FBA area percentage	EFMs area value	EFMs area percentage
0	Biomass-Acetate	(0, 1)	0.10860236566179056	0.10853003312132864	0.9993339690160418	0.11274836545272597	1.0381759620582012	4.089732264033288	4.089725057102297	0.9999982377988273	4.094191455823093	1.0010903383160363
1	Biomass-Ethanol	(0, 2)	0.23475938268575144	0.23404677239115887	0.9969645077166246	0.24411205342472067	1.039839390579284	8.08877072365318	8.088742039716003	0.9999964538570622	8.093146555875363	1.0005409761719894
2	Biomass-Lactate	(0, 3)	0.09444606081442374	0.09436459611816558	0.9991374473900164	0.10121376374073816	1.0716568046137174	4.089388386697495	4.089378104583651	0.9999974856597438	4.093882838187817	1.0010990522457934
3	Biomass-Succinate	(0, 4)	0.0925800736766835	0.09250130194893186	0.9991491503017513	0.09969987934775117	1.07690429903882	4.089361953511411	4.089350587381111	0.9999972205614398	4.093859115296695	1.001099722117144
4	Biomass-Formate	(0, 5)	0.07227035707972179	0.07226499379058739	0.9999257885341775	0.07903246337350478	1.093566803417391	3.366555253882112	3.3665541979405758	0.9999996863436192	3.5107896213793843	1.0428433091454388
5	Acetate-Ethanol	(1, 2)	6.000000001200519	5.867319159330396	0.9778865263594042	6.00000000119425	0.9999999999989552	10.828427125509597	10.70014250368478	0.9881529773125957	10.828427125520951	1.0000000000010485
6	Acetate-Lactate	(1, 3)	2.0000000003944725	2.000000000137052	0.9999999998712898	2.000000000398318	1.0000000000019227	6.828427125124807	6.828427124740306	0.999999999943691	6.82842712512471	0.9999999999999858
7	Acetate-Succinate	(1, 4)	2.0000000003638476	2.0000000001731935	0.9999999999046729	2.0000000003676606	1.0000000000019065	6.828427125111394	6.828427124824714	0.9999999999580167	6.828427125116089	1.0000000000006875
8	Acetate-Formate	(1, 5)	1.8832724188287355	1.638416666826746	0.869983891043085	1.9046296299493233	1.0113404788957034	6.257746061709485	6.223839103012757	0.9945816020077579	6.359108353189938	1.0161978914581846
9	Ethanol-Lactate	(2, 3)	5.571428572589031	4.000000000290173	0.7179487178512605	5.571428572597814	1.0000000000015763	10.673663513756601	10.472135954858354	0.9811191763129397	10.673663513738797	0.9999999999983319
10	Ethanol-Succinate	(2, 4)	4.000000001135636	4.0000000004087655	0.9999999998182825	4.000000001131725	0.9999999999990223	10.472135955748474	10.472135955027188	0.9999999999311233	10.472135955739912	0.9999999999991824
11	Ethanol-Formate	(2, 5)	3.8256766583994395	3.2768333337837294	0.8565369283337888	3.8847222328174844	1.0154340211393473	10.00424541534604	9.96096327427921	0.9956736226202092	10.093374028425522	1.0089090790338633
12	Lactate-Succinate	(3, 4)	2.0000000003723297	2.0000000001865863	0.9999999999071283	2.0000000003650933	0.9999999999963818	6.828427125114313	6.828427124937652	0.9999999999741286	6.828427125112489	0.9999999999997329
13	Lactate-Formate	(3, 5)	1.6949451769917132	1.6384166668259401	0.9666487677990251	1.7141666670160292	1.011340478904711	6.225858468173318	6.2238391031269265	0.99967564873877	6.338823918779365	1.0181445580852069
14	Succinate-Formate	(4, 5)	1.6917967173564445	1.63841666681882	0.9684477159755726	1.7141472871505088	1.013211143847701	6.225462090495614	6.223839103079277	0.9997392984821456	6.3387928205561686	1.018204388431435
15	Biomass-Acetate-Ethanol	(0, 1, 2)	0.24860670122246029	0.24072917768925314	0.9683133097600691	0.2575139992072157	1.0358288732401661	12.350548049178615	12.075259135316491	0.9777103888211316	12.364541979399348	1.0011330614775158
16	Biomass-Acetate-Lactate	(0, 1, 3)	0.07481323355010833	0.07473904921939632	0.9990084063047172	0.07812317005303357	1.0442426606344761	4.20880098531955	4.2086169030661065	0.9999562625426849	4.220229752490404	1.0027154449000364
17	Biomass-Acetate-Succinate	(0, 1, 4)	0.0741732110114419	0.07410125138525933	0.9990298434542428	0.0776510058053351	1.0468874779245665	4.206839397876008	4.206653324056736	0.999955768737127	4.218637622418567	1.0028045340995226
18	Biomass-Acetate-Formate	(0, 1, 5)	0.06500855380749092	0.05943015679699055	0.9141897998989547	0.06963659668865288	1.0711912911471149	3.9523385328707685	3.4632822399558543	0.8762615376067774	4.006448358547152	1.0136905847579512
19	Biomass-Ethanol-Lactate	(0, 2, 3)	0.20681652379834922	0.16090749205496818	0.7780204845327379	0.22057676942338722	1.0665335891558383	11.478484690073063	8.337309362277002	0.7263423341486317	11.495254497092718	1.0014609774262415
20	Biomass-Ethanol-Succinate	(0, 2, 4)	0.16059780107993876	0.15960580713019337	0.9938231162377397	0.1689094955500226	1.051754721510456	8.336367982283697	8.335380586794958	0.9998815556737853	8.353571713734537	1.002063696262857
21	Biomass-Ethanol-Formate	(0, 2, 5)	0.14254937004612944	0.12807591923774508	0.8984671008809039	0.15254179356646777	1.070097984418344	7.966933937393151	6.870048583539157	0.8623202649257935	8.101776589183602	1.0169252880531068
22	Biomass-Lactate-Succinate	(0, 3, 4)	0.06585259124528599	0.06574077330980299	0.9983019964230945	0.07151286939858945	1.0859537650116182	4.19163103338285	4.191428859071772	0.9999517671499547	4.20624596428025	1.0034866930750832
23	Biomass-Lactate-Formate	(0, 3, 5)	0.052779188664677554	0.051855493966930226	0.9824988841034324	0.058646904069397536	1.111174793572508	3.5609082735210964	3.447897253113623	0.9682634283933055	3.6136202780307576	1.014802966114468
24	Biomass-Succinate-Formate	(0, 4, 5)	0.0516354390984797	0.050864331786079436	0.9850663163543627	0.05777206727004409	1.1188452791088024	3.552606385763635	3.4458866746586665	0.9699601645899679	3.6119459349271072	1.0167031026576048
25	Acetate-Ethanol-Lactate	(1, 2, 3)	5.190476592928087	3.9115461072850035	0.7536005677425462	5.190476587301976	0.9999999989160704	22.36299924355045	19.3730493244154	0.8662992433809003	22.362999252094202	1.0000000003820486
26	Acetate-Ethanol-Succinate	(1, 2, 4)	4.00000035753709	3.911546107696955	0.9778864395165708	4.000003630870439	1.0000008183332643	19.727407397924384	19.37304932494045	0.9820372709988633	19.727414777870674	1.000000374096106
27	Acetate-Ethanol-Formate	(1, 2, 5)	3.914823692900313	3.2043711672614106	0.8185224721799513	3.930144377127207	1.0039135055442416	19.294808433184496	17.78310268711233	0.9216522023886884	19.406087747969757	1.0057673189744591
28	Acetate-Lactate-Succinate	(1, 3, 4)	1.3333334215079333	1.333333333729611	0.9999999341662625	1.333333342560202	0.9999999407892055	9.464101893094483	9.46410161594488	0.9999999707156996	9.464101644600516	0.9999999737435238
29	Acetate-Lactate-Formate	(1, 3, 5)	1.2661892821186274	1.0922777779862813	0.8626496791685427	1.2698395871762882	1.0028829062994065	8.825328537906694	8.33768588610486	0.9447450993232371	8.885209104312453	1.006785080708164
30	Acetate-Succinate-Formate	(1, 4, 5)	1.2655953981076726	1.092277778111387	0.8630544799266564	1.2698392963433114	1.0033532819746218	8.820944511019633	8.337685886456162	0.9452146395479808	8.885182084419176	1.007282391734728
31	Ethanol-Lactate-Succinate	(2, 3, 4)	3.714286066436797	2.6666666678872635	0.7179486502086955	3.7142857486372662	0.999999914438596	18.869161129661755	16.000000001365127	0.847944425903153	18.869160430527597	0.9999999629483179
32	Ethanol-Lactate-Formate	(2, 3, 5)	3.423767491851907	2.1845555561428562	0.6380560482981967	3.439986806076262	1.0047372709341258	18.187899834519566	14.339459239485443	0.7884065433585681	18.307956929300104	1.0066009322611662
33	Ethanol-Succinate-Formate	(2, 4, 5)	2.5753197412879643	2.1845555565657864	0.8482657596036018	2.590461084473876	1.0058794032225058	15.335322227216016	14.339459240345159	0.9350608371890958	15.458085237871533	1.0080052449395323
34	Lactate-Succinate-Formate	(3, 4, 5)	1.1390352206960186	1.0922777781020783	0.9589499589263195	1.142855373026682	1.0033538491709932	8.507618052836717	8.33768588645657	0.9800258820594931	8.571036030082638	1.0074542576843557
35	Biomass-Acetate-Ethanol-Lactate	(0, 1, 2, 3)	0.15635944306162786	0.12286357751139089	0.7857765102358747	0.16428381518568685	1.0506804831796164	10.923535911245613	8.306243127203977	0.7603987568396079	10.950632901699281	1.0024806061584666
36	Biomass-Acetate-Ethanol-Succinate	(0, 1, 2, 4)	0.12631297567635366	0.12218758653241357	0.9673399417450952	0.1314970589061326	1.0410415731402125	8.49660243872603	8.304213869581819	0.9773569999853896	8.518248982106469	1.002547670499655
37	Biomass-Acetate-Ethanol-Formate	(0, 1, 2, 5)	0.11624037335889945	0.09869680085824035	0.8490750503141261	0.1232604247296642	1.0603925397683462	8.298035955776516	6.84541445794175	0.8249439378695929	8.353256912704207	1.0066547020550387
38	Biomass-Acetate-Lactate-Succinate	(0, 1, 3, 4)	0.03815002536355295	0.03809963905277126	0.9986792587868152	0.04000622470886382	1.0486552584859934	2.8877478705588286	2.8874417792014477	0.9998940034341288	2.9008044669022945	1.00452137684061
39	Biomass-Acetate-Lactate-Formate	(0, 1, 3, 5)	0.03409924841238186	0.03066985562778079	0.8994290799865308	0.03662235000226211	1.0739928798244152	2.730353778101631	2.376354193825285	0.8703466242669562	2.7521385558540503	1.007978738113405
40	Biomass-Acetate-Succinate-Formate	(0, 1, 4, 5)	0.03371619578074699	0.03041309857462381	0.9020323280952902	0.03636126084721705	1.078450875171999	2.7272842860527637	2.374628124306213	0.8706932887231368	2.7507194675589006	1.0085928634671433
41	Biomass-Ethanol-Lactate-Succinate	(0, 2, 3, 4)	0.1065105824718343	0.08195737087183255	0.7694763184071911	0.11448915270039546	1.074908709007117	7.872670709192815	5.730929556908237	0.7279524025076147	7.901755717180186	1.0036944270961834
42	Biomass-Ethanol-Lactate-Formate	(0, 2, 3, 5)	0.0921233432011166	0.06599877286593517	0.7164174743620813	0.10108338621814962	1.0972613748664346	7.259926834082356	4.721103308744989	0.6502962656016532	7.323481726270271	1.0087542056057026
43	Biomass-Ethanol-Succinate-Formate	(0, 2, 4, 5)	0.07371132424048062	0.06547308618897074	0.8882364665620046	0.07973570930420623	1.0817294374480544	5.51575841787876	4.718685104025159	0.8554916199248375	5.571690999336503	1.0101405060229691
44	Biomass-Lactate-Succinate-Formate	(0, 3, 4, 5)	0.027796951240684317	0.027051087065625968	0.973167410749468	0.031178067617273604	1.1216362307978798	2.452841226804685	2.357567352510244	0.9611577491224109	2.4791433099581943	1.0107231087222768
45	Acetate-Ethanol-Lactate-Succinate	(1, 2, 3, 4)	2.595244104602278	1.9557730550812193	0.7535988817440902	2.595243988939243	0.9999999554326952	22.115318390082358	18.161223800752666	0.8212056222937802	22.11531830837507	0.9999999963053985
46	Acetate-Ethanol-Lactate-Formate	(1, 2, 3, 5)	2.474893576162097	1.6021855849913413	0.6473755479522098	2.4775165133044434	1.0010598181544492	21.444918526182803	16.044088862238016	0.7481534071882466	21.495792482666413	1.0023723082193805
47	Acetate-Ethanol-Succinate-Formate	(1, 2, 4, 5)	1.962466284012032	1.6021855853129956	0.8164143243457489	1.9650796815107663	1.0013316903938811	18.16525485226537	16.04408886413234	0.8832294946928035	18.215028548378722	1.0027400494250234
48	Acetate-Lactate-Succinate-Formate	(1, 3, 4, 5)	0.6343803734259545	0.5461388893531162	0.8609013018541344	0.6349216309134168	1.0008532065463174	7.519941187180581	6.924683899296441	0.9208428266834202	7.536805045698187	1.0022425519160116
49	Ethanol-Lactate-Succinate-Formate	(2, 3, 4, 5)	1.7171666983589307	1.092277779212005	0.6360930364279006	1.7200044580742153	1.0016525825465847	16.715457775580166	12.35283340323477	0.7390065871412261	16.76821001384407	1.0031558955173199
50	Biomass-Acetate-Ethanol-Lactate-Succinate-Formate	(0, 1, 2, 3, 4, 5)	0.019663402398648736	0.013595038705708901	0.6913879109061588	0.0212333767904125	1.0798424585905668	2.208731263526477	1.4557358333048984	0.6590823688440303	2.227999256214484	1.0087235568247646
51	mean 2d biomass				0.9989021725917224		1.0640286519414828			0.9999978168441384		1.0093346795992804
52	std 2d biomass				0.001129727305354525		0.024238168935738977			1.2242549866070465e-06		0.018733437483958497
53	mean 2d				0.9567975606548081		1.0247646254996428			0.9972620939668047		1.0072086210002706
54	std 2d				0.08091000030655243		0.03198096843911415			0.005559067784397986		0.012137170793761838
55	mean 3d				0.89778266238438		1.036331566267346			0.9295994793727418		1.0058840943148395
56	std 3d				0.10920179236852286		0.03980367152055616			0.07791271603109336		0.005667058776099325
57	mean 4d				0.830934195437904		1.0489097743175997			0.8407313057516537		1.005106600397639
58	std 4d				0.11276118309328864		0.04014885675365924			0.10131473665406442		0.003379911803300817
59	mean all				0.8914317156859694		1.0374821525724733			0.918058293177956		1.006100662040984
60	std all				0.11454698970503399		0.0382607001095506			0.10129152255307076		0.0075809434669498535
