0.0395061728395062	0	0.0312757201646091	0	0.0432731115863756	0.0395061728395062	0	0.0432731115863756	0.0395061728395062	0
1.31200000000000	2.00000000000000	1.03866666666667	1.58333333333333	1.05569748766300	1.31200000000000	2.00000000000000	1.05569748766300	1.31200000000000	2.00000000000000
-1	-1	0	0	0	0	0	0	0	0
0	0	-1	-1	0	0	0	0	0	0
0	0	0	0	-1	-1	-1	0	0	0
0	0	0	0	0	0	0	-1	-1	-1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	2.00000000000000	0	1.58333333333333	0	0	2.00000000000000	0	0	2.00000000000000
1.63654320987654	2.00000000000000	1.54559670781893	1.83333333333333	1.98328992152588	1.63654320987654	2.00000000000000	1.98328992152588	1.63654320987654	2.00000000000000
