2.584615385000000032e+01,8.333333299999999555e-02,1.398625430000000058e+00,6.888564809999999650e-01,5.165630159999999860e-01,5.636513999999999587e-03,5.472547299999999670e-02,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,1.000000000000000000e+00
2.566805928739401210e+01,8.794210474644334474e-02,1.554862892598458890e+00,9.359288494902926470e-01,6.141535569428799857e-01,5.636514000000016067e-03,9.463773750632997750e-02,8.607424788700581697e-01,8.788285750325014467e-01,8.488744820886511278e-01,8.488744837883326344e-01,8.488744821332531165e-01,9.432920224981052870e-01
2.548696538070584694e+01,9.263833588761448412e-02,1.713684923099598745e+00,1.183763829067264739e+00,7.143566617263045204e-01,5.636514000000033414e-03,1.341664836352256251e-01,8.250858537679461868e-01,8.605434895135135598e-01,8.021167016137137340e-01,8.021167048901804986e-01,8.021167016998825838e-01,8.915184900561121673e-01
2.530264659156220119e+01,9.742827444894451572e-02,1.875287428616112084e+00,1.431815187209159568e+00,8.173364341876194761e-01,5.636514000000049027e-03,1.733181164386574935e-01,7.925500066019643963e-01,8.447603182329719296e-01,7.591724196035826155e-01,7.591724243454495147e-01,7.591724197285760756e-01,8.440780176962686676e-01
2.511487232315133511e+01,1.023182992398562197e-01,2.039870754456058144e+00,1.679704688653365974e+00,9.232597382790980189e-01,5.636514000000063772e-03,2.121001874121066777e-01,7.627346019297741586e-01,8.311568655248684490e-01,7.195792996697526478e-01,7.195793057753574473e-01,7.195792998310753807e-01,8.004679054028546181e-01
2.492340699683680327e+01,1.073149183298254261e-01,2.207639614736385703e+00,1.927226887336820571e+00,1.032296201248454448e+00,5.636514000000077650e-03,2.505213281223903077e-01,7.353033829339740146e-01,8.194608255304528521e-01,6.829486934491330041e-01,6.829487008251182711e-01,6.829486936444991718e-01,7.602638967409397486e-01
2.472801014384427631e+01,1.124247670357639284e-01,2.378803010240977400e+00,2.174341580500476212e+00,1.144618198850151147e+00,5.636514000000091527e-03,2.885911910356803167e-01,7.099720938697355876e-01,8.094403071953442108e-01,6.489516366439312955e-01,6.489516452041104166e-01,6.489516368712355820e-01,7.231048357551088657e-01
2.452843653248780598e+01,1.176546048901196267e-01,2.553574115573148173e+00,2.421157845216022508e+00,1.260400811277111233e+00,5.636514000000104538e-03,3.263203930629688387e-01,6.864989707590920531e-01,8.008963895140359668e-01,6.173078267839062772e-01,6.173078364483506331e-01,6.173078270411994639e-01,6.886807843211157909e-01
2.432443632761334840e+01,1.230113116550615171e-01,2.732170138614850696e+00,2.667913162966940366e+00,1.379821749604411840e+00,5.636514000000117548e-03,3.637204647779139211e-01,6.646773079304314491e-01,7.936573164867644081e-01,5.877770116315417237e-01,5.877770223258395044e-01,5.877770119170118157e-01,6.567238989244239544e-01
2.411575528137838020e+01,1.285018823981388114e-01,2.914812153100758252e+00,2.914951051787146863e+00,1.503061252497899014e+00,5.636514000000128824e-03,4.008038062997563156e-01,6.443294972394900677e-01,7.875738544256559726e-01,5.601520883773185577e-01,5.601521000319689136e-01,5.601520886892747964e-01,6.270012256964910824e-01
