,R9_max_0.0_x_R12,R9_min_0.0_x_R12,R9_min_0.4_x_R12,R9_min_0.5_x_R12,R9_max_0.6_x_R12,R9_min_0.6_x_R12,R9_max_1.0_x_R12,R9_min_1.0_x_R12,EX_FOR_max_0.0_x_R12,EX_FOR_min_0.0_x_R12,EX_FOR_max_0.3_x_R12,EX_FOR_max_0.4_x_R12,EX_FOR_max_1.0_x_R12,EX_FOR_min_1.0_x_R12,R10_max_0.0_x_R12,R10_min_0.0_x_R12,R10_max_0.3_x_R12,R10_max_0.4_x_R12,R10_min_0.5_x_R12,R10_min_0.6_x_R12,R10_max_1.0_x_R12,R10_min_1.0_x_R12,R8_max_0.0_x_R12,R8_min_0.0_x_R12,R8_max_0.4_x_R12,R8_max_0.5_x_R12,R8_max_0.6_x_R12,R8_max_1.0_x_R12,R8_min_1.0_x_R12,R6_max_0.0_x_R12,R6_min_0.0_x_R12,R6_min_0.3_x_R12,R6_min_0.4_x_R12,R6_max_0.5_x_R12,R6_max_0.6_x_R12,R6_max_0.7_x_R12,R6_max_1.0_x_R12,R6_min_1.0_x_R12
R1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R12,0.0113391121101433,0.0113391121101433,0.0178304530725977,0.0195032883132113,0.0213407314535705,0.0211761235538249,0.0278674645162794,0.0278674645162794,0.0113391121101433,0.0113391121101433,0.0163576178319841,0.0180304530725977,0.0279674645162793,0.0278674645162794,0.0113391121101433,0.0112391121101432,0.0163576178319841,0.0178304530725977,0.0197032883132113,0.0211761235538249,0.0278674645162794,0.0278674645162794,0.0113391121101433,0.0113391121101433,0.0180304530725977,0.0195032883132113,0.0211761235538249,0.0278674645162794,0.0278674645162794,0.0112401121101432,0.0113391121101433,0.0163576178319841,0.0178304530725977,0.0196042883132113,0.0211761235538249,0.0228489587944385,0.0278674645162794,0.0278674645162794
R9,0.0088974999999999,0.0,0.0,0.0109612389807375,0.8987915810814416,0.1710820673559041,0.867838549531545,0.8571117995315449,0.0,0.0,0.0,0.085442951275888,0.867364299531545,0.8594955217537671,0.0,0.0,0.0,0.0697053957203322,0.028653096123595,0.1710820673559041,0.8594955217537671,0.8571117995315449,0.0,0.0,0.0,0.0109612389807375,0.1710820673559041,0.8571117995315449,0.8594955217537671,8.897500000095703e-05,0.0,0.0,0.0697053957203322,0.7442915526679794,0.8841455932015759,0.891638812917375,0.867838549531545,0.8594955217537671
EX_FOR,1.0,1.0088975,0.95911600065139,0.0109612389807375,1.0,0.2560831924655096,1.611669105804414,1.600942355804414,1.0088975,0.0,1.455419046600788,1.5188166108584955,1.6210408558044145,0.0,1.0088975,-0.0,1.455419046600788,1.5167591664140512,0.028653096123595,0.2560831924655096,1.620012133582192,1.600942355804414,-0.0,1.0088975,-0.0,0.0109612389807375,0.2560831924655096,1.6009423558044138,1.620012133582192,8.897500000095703e-05,0.4417897578974836,1.396033528376908,1.5167591664140512,0.7442915526679794,0.9691467183111816,1.1413472958177968,1.611669105804414,1.620012133582192
R10,0.9911025,1.0088975,0.95911600065139,0.0,0.1012084189185583,0.0850011251096055,0.7438305562728692,0.7438305562728692,1.0088975,1.0088975,1.455419046600788,1.4333736595826077,0.7536765562728693,0.7605166118284249,1.0088975,0.0,1.455419046600788,1.4470537706937188,0.0,0.0850011251096055,0.7605166118284249,0.7438305562728692,0.0,1.0088975,0.0,0.0,0.0850011251096055,0.7438305562728689,0.7605166118284249,0.0,1.0088975,1.455419046600788,1.4470537706937188,0.0,0.0850011251096055,0.2497084829004217,0.7438305562728692,0.7605166118284249
R8,0.0,0.0,0.627348561482994,1.713382599706504,0.0,1.4569803333801623,0.0,0.0214535000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.69579388542079,1.4569803333801623,0.0,0.0214535000000001,1.0088974999999991,0.0,1.6042595621343836,1.713382599706504,1.4569803333801623,0.0214535000000004,0.0,0.9999110249999992,0.0,0.0,0.0,0.2557084473320206,0.0308532816888185,0.0,0.0,0.0
R6,0.5785473849596595,0.5671077421025165,0.0,0.0,0.7108330888041189,0.0,0.01072675,0.0,0.5671077421025165,0.5671077421025165,0.0593855182238794,0.0,0.0,0.0,0.5671077421025165,0.7200818849596596,0.05938551822388,0.0,0.0,0.0,0.0,0.0,0.7112359563882317,0.5671077421025165,0.1193247143787702,0.0,0.0,0.0,0.0,0.7200824006739452,0.5671077421025165,0.05938551822388,0.0,0.7243959258300994,0.7130635258456719,0.5490493125175606,0.01072675,0.0
